type,combination,iteration,totalDependencies,totalNodes,decisionDependencies,accuracy,truePositive,falseNegative,falsePositive,trueNegative,runtime
0,12,11,1,15,1,0.965,156.0,4.0,1.0,37.0,0.3549652099609375
0,12,12,1,15,1,0.98,173.0,1.0,1.0,23.0,0.37174129486083984
0,12,13,1,15,1,0.985,163.0,0.0,1.0,34.0,0.3660247325897217
0,12,14,1,15,1,0.98,164.0,1.0,1.0,32.0,0.36260128021240234
0,12,15,1,15,1,0.98,159.0,0.0,2.0,37.0,0.3800473213195801
0,12,16,1,15,1,0.975,163.0,1.0,2.0,32.0,0.3702094554901123
0,12,17,1,15,1,0.98,167.0,0.0,2.0,29.0,0.35695576667785645
0,12,18,1,15,1,0.985,169.0,0.0,1.0,28.0,0.360759973526001
0,12,19,1,15,1,0.98,164.0,1.0,1.0,32.0,0.36106228828430176
0,12,20,1,15,1,0.98,173.0,1.0,1.0,23.0,0.36890101432800293
0,12,21,1,15,1,0.98,154.0,1.0,1.0,42.0,0.3632814884185791
0,12,22,1,15,1,0.985,161.0,1.0,0.0,36.0,0.3578312397003174
0,12,23,1,15,1,0.98,159.0,1.0,1.0,37.0,0.3560023307800293
0,12,24,1,15,1,0.98,165.0,1.0,1.0,31.0,0.37255096435546875
0,13,0,1,16,1,0.98,8.0,2.0,0.0,188.0,0.37084126472473145
0,13,1,1,16,1,0.98,25.0,2.0,0.0,171.0,0.3722968101501465
0,13,2,1,16,1,0.985,18.0,1.0,0.0,179.0,0.37244391441345215
0,13,3,1,16,1,0.985,18.0,1.0,0.0,179.0,0.3874168395996094
0,13,4,1,16,1,0.985,18.0,1.0,0.0,179.0,0.3783242702484131
0,13,5,1,16,1,0.985,20.0,1.0,0.0,177.0,0.3510007858276367
0,13,6,1,16,1,0.98,21.0,1.0,1.0,175.0,0.3636958599090576
0,13,7,1,16,1,0.985,19.0,1.0,0.0,178.0,0.38852882385253906
0,13,8,1,16,1,0.985,20.0,0.0,1.0,177.0,0.36676549911499023
