type,combination,iteration,totalDependencies,totalNodes,decisionDependencies,accuracy,truePositive,falseNegative,falsePositive,trueNegative
0,13,18,1,16,1,0.985,60.0,0.0,1.0,137.0
0,13,19,1,16,1,0.975,70.0,0.0,3.0,125.0
0,13,20,1,16,1,0.975,68.0,1.0,2.0,127.0
0,13,21,1,16,1,0.98,61.0,2.0,0.0,135.0
0,13,22,1,16,1,0.98,70.0,1.0,1.0,126.0
0,13,23,1,16,1,0.975,58.0,2.0,1.0,137.0
0,13,24,1,16,1,0.975,67.0,3.0,0.0,128.0
0,14,0,1,17,1,0.975,122.0,0.0,3.0,73.0
0,14,1,1,17,1,0.985,131.0,1.0,0.0,66.0
0,14,2,1,17,1,0.985,137.0,0.0,1.0,60.0
0,14,3,1,17,1,0.98,117.0,2.0,0.0,79.0
0,14,4,1,17,1,0.975,141.0,1.0,2.0,54.0
0,14,5,1,17,1,0.985,139.0,0.0,1.0,58.0
0,14,6,1,17,1,0.975,123.0,0.0,3.0,72.0
0,14,7,1,17,1,0.975,120.0,2.0,1.0,75.0
0,14,8,1,17,1,0.975,120.0,1.0,2.0,75.0
0,14,9,1,17,1,0.98,134.0,1.0,1.0,62.0
0,14,10,1,17,1,0.985,108.0,0.0,1.0,89.0
0,14,11,1,17,1,0.975,127.0,1.0,2.0,68.0
0,14,12,1,17,1,0.975,132.0,0.0,3.0,63.0
0,14,13,1,17,1,0.965,111.0,1.0,4.0,82.0
0,14,14,1,17,1,0.985,129.0,0.0,1.0,68.0
0,14,15,1,17,1,0.97,128.0,3.0,1.0,66.0
0,14,16,1,17,1,0.97,128.0,2.0,2.0,66.0
0,14,17,1,17,1,0.975,114.0,1.0,2.0,81.0
0,14,18,1,17,1,0.975,127.0,2.0,1.0,68.0
0,14,19,1,17,1,0.975,115.0,0.0,3.0,80.0
0,14,20,1,17,1,0.97,119.0,4.0,0.0,75.0
0,14,21,1,17,1,0.97,122.0,1.0,3.0,72.0
0,14,22,1,17,1,0.975,129.0,1.0,2.0,66.0
0,14,23,1,17,1,0.975,121.0,3.0,0.0,74.0
0,14,24,1,17,1,0.98,128.0,0.0,2.0,68.0
0,15,0,1,18,1,0.98,121.0,2.0,0.0,75.0
0,15,1,1,18,1,0.97,131.0,2.0,2.0,63.0
0,15,2,1,18,1,0.975,127.0,2.0,1.0,68.0
0,15,3,1,18,1,0.975,126.0,1.0,2.0,69.0
0,15,4,1,18,1,0.98,127.0,1.0,1.0,69.0
0,15,5,1,18,1,0.97,131.0,3.0,1.0,63.0
0,15,6,1,18,1,0.975,132.0,3.0,0.0,63.0
0,15,7,1,18,1,0.985,137.0,0.0,1.0,60.0
0,15,8,1,18,1,0.985,126.0,0.0,1.0,71.0
0,15,9,1,18,1,0.985,124.0,0.0,1.0,73.0
0,15,10,1,18,1,0.98,119.0,0.0,2.0,77.0
0,15,11,1,18,1,0.97,126.0,1.0,3.0,68.0
0,15,12,1,18,1,0.98,135.0,2.0,0.0,61.0
0,15,13,1,18,1,0.975,129.0,1.0,2.0,66.0
0,15,14,1,18,1,0.98,111.0,2.0,0.0,85.0
0,15,15,1,18,1,0.98,118.0,2.0,0.0,78.0
0,15,16,1,18,1,0.98,130.0,0.0,2.0,66.0
0,15,17,1,18,1,0.98,126.0,2.0,0.0,70.0
0,15,18,1,18,1,0.975,132.0,3.0,0.0,63.0
0,15,19,1,18,1,0.975,123.0,0.0,3.0,72.0
0,15,20,1,18,1,0.98,139.0,1.0,1.0,57.0
0,15,21,1,18,1,0.975,127.0,2.0,1.0,68.0
0,15,22,1,18,1,0.965,122.0,2.0,3.0,71.0
0,15,23,1,18,1,0.98,143.0,2.0,0.0,53.0
0,15,24,1,18,1,0.985,139.0,0.0,1.0,58.0
0,16,0,1,19,1,0.98,172.0,2.0,0.0,24.0
0,16,1,1,19,1,0.98,167.0,1.0,1.0,29.0
0,16,2,1,19,1,0.98,171.0,1.0,1.0,25.0
0,16,3,1,19,1,0.975,163.0,1.0,2.0,32.0
0,16,4,1,19,1,0.985,170.0,0.0,1.0,27.0
0,16,5,1,19,1,0.98,162.0,1.0,1.0,34.0
0,16,6,1,19,1,0.98,177.0,1.0,1.0,19.0
0,16,7,1,19,1,0.98,167.0,0.0,2.0,29.0
0,16,8,1,19,1,0.98,174.0,0.0,2.0,22.0
0,16,9,1,19,1,0.98,177.0,0.0,2.0,19.0
0,16,10,1,19,1,0.985,168.0,0.0,1.0,29.0
0,16,11,1,19,1,0.975,164.0,2.0,1.0,31.0
0,16,12,1,19,1,0.98,173.0,0.0,2.0,23.0
0,16,13,1,19,1,0.975,172.0,2.0,1.0,23.0
0,16,14,1,19,1,0.985,174.0,0.0,1.0,23.0
0,16,15,1,19,1,0.975,165.0,1.0,2.0,30.0
0,16,16,1,19,1,0.985,176.0,0.0,1.0,21.0
0,16,17,1,19,1,0.985,173.0,0.0,1.0,24.0
0,16,18,1,19,1,0.985,175.0,0.0,1.0,22.0
0,16,19,1,19,1,0.975,166.0,1.0,2.0,29.0
0,16,20,1,19,1,0.98,167.0,0.0,2.0,29.0
0,16,21,1,19,1,0.97,167.0,3.0,1.0,27.0
0,16,22,1,19,1,0.985,169.0,1.0,0.0,28.0
0,16,23,1,19,1,0.985,170.0,0.0,1.0,27.0
0,16,24,1,19,1,0.97,169.0,2.0,2.0,25.0
0,17,0,1,20,1,0.98,67.0,1.0,1.0,129.0
